tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569989178651508000.00 ,negative,1,Can't Tell,1,United,null,eadonjacobs,null,0,"@united rarely ceases to amaze...for the worse.  i hope this is the last time i ""have"" to fly with you.",null,2015/2/23 14:36,san francisco,Arizona
569989023478841000.00 ,neutral,0.7059,null,0,United,null,cameronsmith17,null,0,@united thank you for the quick response but I cannot dm you until you follow me as well,null,2015/2/23 14:35,null,Mountain Time (US & Canada)
569988839919394000.00 ,negative,0.6468,Can't Tell,0.6468,United,null,colbycaterina,null,0,@united iCloud it is not there yet -- PLEASE HELP 917 703 1472,null,2015/2/23 14:35,lalaland,Eastern Time (US & Canada)
569988785330479000.00 ,neutral,1,null,null,United,null,colbycaterina,null,0,@united I need the phone number to baggage claim in LAX . my mom left her phone and someone called saying they would put it there but on,null,2015/2/23 14:34,lalaland,Eastern Time (US & Canada)
569988762085806000.00 ,negative,1,Customer Service Issue,0.6737,United,null,mironovich,null,0,@united I did... no response back,null,2015/2/23 14:34,Morristown. nj,Eastern Time (US & Canada)
569988297633583000.00 ,negative,1,Customer Service Issue,1,United,null,KelliZink,null,0,@united this is atrocious customer service.,null,2015/2/23 14:32,Chicago & traveling the world,Central Time (US & Canada)
569988078015815000.00 ,neutral,1,null,null,United,null,Portal_Aviacion,null,0,@United will not have to honor absurdly low mistake fares. http://t.co/2Z3Jv73IlW v铆a @usatoday,null,2015/2/23 14:32,Madrid (Spain),Madrid
569988061150359000.00 ,negative,1,Late Flight,1,United,null,kachampney,null,0,@united #albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice,null,2015/2/23 14:31,Killington. Vt,null
569987348772950000.00 ,negative,1,Cancelled Flight,0.65,United,null,KelliZink,null,0,@united you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?,null,2015/2/23 14:29,Chicago & traveling the world,Central Time (US & Canada)
569986029463011000.00 ,negative,1,Customer Service Issue,1,United,null,dfpietra,null,0,@united @dfpietra THAT'S your response?  Shaking my head back and forth with a tsk. You can do better-from customer service to your apology,null,2015/2/23 14:23,West Hollywood. CA,null
569984791107338000.00 ,neutral,0.6825,null,null,United,null,RoatanGallery,null,0,@united thanks! It's 35K miles from RTB to Europe . to do a multiple destination so we could stop over in US on way/way back- mileage diff?,null,2015/2/23 14:18,Roatan. Islas de la Bahia,Eastern Time (US & Canada)
569984785860464000.00 ,negative,1,Lost Luggage,1,United,null,Margo_Rae,null,0,@united of course I did. The bag should be here by now :( #frustrated,[28.62111274. -81.29294408],2015/2/23 14:18,null,Eastern Time (US & Canada)
569983990683148000.00 ,negative,1,Can't Tell,1,United,null,ousoonerfanatic,null,0,@united you are the worst. I will avoid you like the plague.,null,2015/2/23 14:15,Semiahmoo. WA Soonerland,Pacific Time (US & Canada)
569983826245496000.00 ,negative,1,Can't Tell,1,United,null,Mr_RHolmes,null,0,@united is the worst airline in the world.,null,2015/2/23 14:15,Austin. TX (Easton. PA born),Eastern Time (US & Canada)
569983375584272000.00 ,negative,1,Customer Service Issue,0.6526,United,null,ryanaround,null,0,@united someone needs to DM me and resolve this correctly. Extremely disappointed with the service I received. Terrible management.,null,2015/2/23 14:13,San Francisco,Pacific Time (US & Canada)
569983149028962000.00 ,negative,1,Customer Service Issue,0.3507,United,null,ryanaround,null,0,@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.,null,2015/2/23 14:12,San Francisco,Pacific Time (US & Canada)
569982678558048000.00 ,negative,1,Can't Tell,0.6778,United,null,cameronsmith17,null,0,@united I will give you one thing . you are consistent but unfortunately you are consistent at not doing your job well #AlwaysDelayedOnUnited,null,2015/2/23 14:10,null,Mountain Time (US & Canada)
569982327654383000.00 ,negative,1,Can't Tell,1,United,null,artistanxiety,null,0,@united I will but right now I'm to angry,null,2015/2/23 14:09,Punk is the preacher.,Arizona
569981034110050000.00 ,negative,1,Can't Tell,1,United,null,jasonpblakey,null,0,@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines,[40.69814396. -74.17906717],2015/2/23 14:04,null,London
569980415919853000.00 ,negative,1,Can't Tell,0.666,United,null,franciscogonima,null,0,@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,[39.85790482. -104.67039013],2015/2/23 14:01,San Antonio. Texas,Central Time (US & Canada)
569980177247285000.00 ,negative,1,Bad Flight,0.3529,United,null,SamuelSitt,null,0,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair,null,2015/2/23 14:00,Eatontown. NJ,Eastern Time (US & Canada)
569979566279626000.00 ,negative,1,longlines,0.6668,United,null,franciscogonima,null,0,@united I'm saying I made the flight but with poor/non-communication . unaccounted for lost time &amp; lots of frustrated flyers standing around,[39.85799572. -104.67056217],2015/2/23 13:58,San Antonio. Texas,Central Time (US & Canada)
569979211722596000.00 ,negative,1,Can't Tell,0.6804,United,null,CoffeeCult448,null,0,@united I think DM would be better,null,2015/2/23 13:56,Buffalo/Oakland/Savannah/Ire,null
569977492720779000.00 ,negative,1,Late Flight,1,United,null,pjmartin44,null,0,@United gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! @unfriendly,null,2015/2/23 13:49,null,Eastern Time (US & Canada)
569976426163777000.00 ,negative,1,Lost Luggage,1,United,null,tiffy_mac,null,0,@united you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,null,2015/2/23 13:45,Brighton. UK,null
569976131748823000.00 ,negative,1,Late Flight,0.6625,United,null,pjmartin44,null,0,@united how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly,null,2015/2/23 13:44,null,Eastern Time (US & Canada)
569976114124349000.00 ,negative,1,Lost Luggage,0.657,United,null,kevinforgoogle,null,0,@united already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..,null,2015/2/23 13:44,San Francisco. CA,null
569974772551032000.00 ,negative,0.6625,Can't Tell,0.3593,United,null,laarsNL,null,0,@united once united's service levels reaches those of Etihad or lets be more realistically Lufthansa then ill consider it again,null,2015/2/23 13:39,Rotterdam. the Netherlands,Amsterdam
569973683466272000.00 ,negative,1,Late Flight,0.627,United,null,dfpietra,null,0,@united really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. #theworst,null,2015/2/23 13:34,West Hollywood. CA,null
569973088076460000.00 ,negative,1,Flight Attendant Complaints,0.3416,United,null,cristobalwong,null,1,@united Asked Flight attendant what typical compensation would be &amp; says we might get free TV. #Unacceptable,null,2015/2/23 13:32,San Francisco Bay Area,null
569972884052930000.00 ,neutral,0.679,null,null,United,null,twohlix,null,0,@united done,null,2015/2/23 13:31,Washington. DC,Eastern Time (US & Canada)
569972097453137000.00 ,neutral,0.335,null,0,United,null,cristobalwong,null,0,@united Thank you . ^JH . appreciate the prompt responses--me and other passengers will be doing so.,null,2015/2/23 13:28,San Francisco Bay Area,null
569972073201688000.00 ,negative,1,Late Flight,1,United,null,jcbtdd,null,0,@united has been such a disappointment today. Simply put. Rather unpleased with things currently. Flight delayed; cant wait to just get home,null,2015/2/23 13:28,Swooning in New York. New York,Eastern Time (US & Canada)
569972039844438000.00 ,negative,1,Flight Attendant Complaints,0.6632,United,null,xRaeCatherine,null,0,@united During the same round trip . my NON-English speaking friend was stranded TWICE for 12+ hours each time! Most staff members were rude.,null,2015/2/23 13:28,null,null
569971648876584000.00 ,negative,1,Can't Tell,0.6633,United,null,bartha75,null,0,@united  found a group of people who actually hates people more than ISIS . thats right United Airlines.,[0.0. 0.0],2015/2/23 13:26,san diego,null
569971394701873000.00 ,negative,0.663,Customer Service Issue,0.3478,United,null,TuraOntheroad,null,0,@united Nope. Walked up &amp; down the ORF terminal . &amp; not a United agent to be found. Showed up @ last minute to board us. Many panicked people,null,2015/2/23 13:25,Brooklyn,Pacific Time (US & Canada)
569971033182048000.00 ,positive,0.6534,null,null,United,null,teamcrafty,null,0,@united thank you,null,2015/2/23 13:24,Grand Rapids,Quito
569970938525016000.00 ,negative,1,Late Flight,0.7065,United,null,tbird12lv,null,0,@united by the time I finally get to Dallas I could have driven with less frustration and cheaper.,null,2015/2/23 13:23,Colorado,Mountain Time (US & Canada)
569970599377788000.00 ,negative,1,Late Flight,1,United,null,cristobalwong,null,0,@united I'm trying to get to my final destination . we need compensation. Just about 2hrs of personal time wasted.,null,2015/2/23 13:22,San Francisco Bay Area,null
569970225443172000.00 ,negative,1,Customer Service Issue,0.6667,United,null,itsmetsforme,null,0,@united that guy really has no customer service clue.Could have spent effort clearing bins for rollerboards instead of art projects in mine!,null,2015/2/23 13:21,mets hell,null
569969999961391000.00 ,positive,0.6915,null,null,United,null,swampynomo,null,0,@united he has no priority and Iove it,null,2015/2/23 13:20,NJ/NYC,Eastern Time (US & Canada)
569969952654028000.00 ,positive,1,null,null,United,null,herma48852,null,0,@united Pleased to be a Premier Platinum,null,2015/2/23 13:20,null,null
569969447764566000.00 ,negative,1,Lost Luggage,1,United,null,PreyingMantis02,null,1,@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.,null,2015/2/23 13:18,null,null
569968282532315000.00 ,negative,0.6995,Can't Tell,0.6995,United,null,scott_fitzy,null,0,@united @campilley hahaha. If they weren't an American company . i would say this was great sarcasm!!,null,2015/2/23 13:13,null,Eastern Time (US & Canada)
569967925416886000.00 ,negative,0.6703,Can't Tell,0.34,United,null,simonroesner,null,0,@united i think he actually did not like your screen  @campilley 馃槂馃槂馃槂,[51.72050559. 8.72711201],2015/2/23 13:11,null,Athens
569967850670018000.00 ,negative,1,Flight Attendant Complaints,0.3469,United,null,cristobalwong,null,1,@united Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!,null,2015/2/23 13:11,San Francisco Bay Area,null
569967848078090000.00 ,negative,1,Can't Tell,0.3845,United,null,Jim_Rehbein,null,0,@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService,null,2015/2/23 13:11,Ottawa. Ontario,Eastern Time (US & Canada)
569967841727942000.00 ,neutral,1,null,null,United,null,DavidAlfieWard,null,0,@united hi guys . do you have a general enquires email address please? Thanks David.,null,2015/2/23 13:11,London UK & USA,null
569967632868188000.00 ,negative,1,Customer Service Issue,0.6675,United,null,TheJessicaKill,null,0,@united Just checking in again - what is the status of our claim.   It is going on 2 months with no attention to this?   We are very upset.,[0.0. 0.0],2015/2/23 13:10,Vancouver/Beverly Hills,Pacific Time (US & Canada)
569967493487292000.00 ,negative,1,Late Flight,1,United,null,hooton,null,0,@united my flight was delayed due to maintenance in LIT and caused me to miss my connection at IAH to MSY. Can you help?,null,2015/2/23 13:10,Little Rock. AR,Central Time (US & Canada)
569967305859293000.00 ,negative,1,Cancelled Flight,1,United,null,KeamBleam,null,0,@united #UnitedAirlines Pls Fix #AspenBaggageFail issues. Had to pay my own way to #Aspen after flight Cancelled Flight. Left us in the cold in DEN.,null,2015/2/23 13:09,Harlem. NYC,Eastern Time (US & Canada)
569967197478526000.00 ,negative,1,Can't Tell,0.6497,United,null,aliasboogie,null,0,@united Read my bio. See who I work with. I have NEVER encountered this with your airline before. Disappointed is an understatement.,null,2015/2/23 13:09,New York City. NY,Eastern Time (US & Canada)
569966909019398000.00 ,negative,1,Customer Service Issue,1,United,null,teamcrafty,null,0,@united Does customer care have email or a phone rep that I can speak with? We had so many issues they can't be placed in 2000 characters?,null,2015/2/23 13:07,Grand Rapids,Quito
569966609080586000.00 ,positive,1,null,null,United,null,TRUU_Tall,null,0,Thank you 鈥淍united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH鈥?,2015/2/23 13:06,IL,null,null
569966563245367000.00 ,negative,0.6939,Cancelled Flight,0.3571,United,null,Jim_Rehbein,null,0,@united In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER,null,2015/2/23 13:06,Ottawa. Ontario,Eastern Time (US & Canada)
569966422744395000.00 ,neutral,1,null,null,United,null,RoatanGallery,null,0,@united I am buying 2 yo own seat on 3 legs of intl trip . car seat? Required? If not- then allowed? Can child still sit w/mom after takeoff?,null,2015/2/23 13:05,Roatan. Islas de la Bahia,Eastern Time (US & Canada)
569965494519734000.00 ,positive,0.6625,null,0,United,null,fredcarlton,null,0,@united thanks for listening! I definitely was not the only person in line who thought it was absurd.,null,2015/2/23 13:02,null,Pacific Time (US & Canada)
569964915710038000.00 ,negative,1,Late Flight,1,United,null,cristobalwong,null,1,@United We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb,null,2015/2/23 12:59,San Francisco Bay Area,null
569964888870793000.00 ,negative,0.649,Flight Attendant Complaints,0.649,United,null,lisaboban,null,0,@united Thank you. Mention that before I boarded she asked 1other person to measure their bag . and it was another woman. Men not asked.,null,2015/2/23 12:59,Indiana,null
569964582606934000.00 ,negative,1,Can't Tell,0.3389,United,null,politicsci,null,0,@united Can't leave the Tarmac ..united's gate agent cannot agree on a head count. 20 min now counting a 100 people max #epicfailunited,null,2015/2/23 12:58,null,null
569963935429824000.00 ,negative,1,Can't Tell,0.3513,United,null,segallsays,null,0,@united That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.,[29.7420124. -95.5606921],2015/2/23 12:56,Houston. TX,America/Chicago
569963645402099000.00 ,negative,1,Customer Service Issue,1,United,null,GeorgeMcflyOG,null,0,@United blocked me from DM'ing them because they would rather I complain about them in a public forum,null,2015/2/23 12:54,NJ ,Eastern Time (US & Canada)
569962873209937000.00 ,positive,0.6729,null,null,United,null,CigarNate,null,0,@united ok. I just submitted. Thanks for the opportunity to give feedback.,null,2015/2/23 12:51,Nashville. TN,Central Time (US & Canada)
569962245620248000.00 ,positive,1,null,null,United,null,ericsimmerman,null,0,@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,null,2015/2/23 12:49,Washington DC,null
569961695835267000.00 ,positive,0.6346,null,null,United,null,medictom,null,0,@united I will . as soon as I am done with my article.  Thanks!  ~Tom,null,2015/2/23 12:47,Brunswick. Ohio,Eastern Time (US & Canada)
569961410161192000.00 ,negative,1,Flight Booking Problems,1,United,null,GalbraithPeter,null,0,@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,null,2015/2/23 12:46,Kingston. Ontario,Central Time (US & Canada)
569961203197325000.00 ,negative,1,Lost Luggage,0.6875,United,null,twohlix,null,1,@united We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?,null,2015/2/23 12:45,Washington. DC,Eastern Time (US & Canada)
569960988499275000.00 ,negative,1,Flight Booking Problems,0.6632,United,null,berr_a,null,0,@united pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston,null,2015/2/23 12:44,null,null
569960440438099000.00 ,negative,1,Lost Luggage,0.6562,United,null,xThePro,null,0,@united have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.,null,2015/2/23 12:42,with my brothers,Mountain Time (US & Canada)
569960311022850000.00 ,negative,1,Bad Flight,0.3612,United,null,bdhowald,null,0,@united Arriving 25 minutes early is nice . but not if equipment isn't ready. Waiting 30 minutes for luggage . so far. Time gains wiped out.,[40.6875448. -74.17714813],2015/2/23 12:41,New York. NY,Eastern Time (US & Canada)
569960085654364000.00 ,negative,1,Flight Attendant Complaints,0.6782,United,null,aliasboogie,null,3,@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.,null,2015/2/23 12:40,New York City. NY,Eastern Time (US & Canada)
569960080734490000.00 ,negative,1,Flight Booking Problems,0.3526,United,null,Nupe588,null,0,@united I'm rebooked now . but the line was 300 people deep.,null,2015/2/23 12:40,null,null
569958946636562000.00 ,neutral,0.6593,null,null,United,null,davedittrich,null,0,.@united For those playing along at home: http://t.co/2b4bDTldX2,null,2015/2/23 12:36,null,Pacific Time (US & Canada)
569958935907733000.00 ,negative,1,longlines,0.3435,United,null,jhclutter,null,0,@united @FlyEIA yes . they said it took more than an hour!,null,2015/2/23 12:36,Atlanta,Brussels
569958524270342000.00 ,negative,1,Can't Tell,0.6945,United,null,nyc2theworld,null,0,@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.,null,2015/2/23 12:34,One of the C-gates at EWR.,Eastern Time (US & Canada)
569958247412723000.00 ,positive,1,null,null,United,null,Lisa_Shaw777,null,0,@united Ok thank again for your help!,null,2015/2/23 12:33,Kona coast/Boston/Milan,Amsterdam
569957240960094000.00 ,negative,1,Can't Tell,0.6919,United,null,medictom,null,0,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,null,2015/2/23 12:29,Brunswick. Ohio,Eastern Time (US & Canada)
569957053432639000.00 ,neutral,0.6821,null,0,United,null,FlyEIA,null,0,Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366,null,2015/2/23 12:28,Edmonton International Airport,Mountain Time (US & Canada)
569956446487642000.00 ,positive,0.643,null,0,United,null,jbuhl35,null,0,@united flight 1491...plane from SFO to DEN is basically on time.,null,2015/2/23 12:26,Washington. DC,Atlantic Time (Canada)
569956201934385000.00 ,positive,0.6627,null,0,United,null,HeyAileen,null,0,@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.,null,2015/2/23 12:25,Oakland by way of Chicago,Central Time (US & Canada)
569956192111316000.00 ,negative,1,Late Flight,1,United,null,nfranco,null,0,@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns,null,2015/2/23 12:25,null,Pacific Time (US & Canada)
569956115724660000.00 ,negative,1,Lost Luggage,1,United,null,juangarcia202,null,0,@united Heads up We didn't check 8 bags . 2 we checked arrived . those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD,[19.43493094. -99.18877967],2015/2/23 12:25,Mexico City,null
569955602782236000.00 ,negative,1,Lost Luggage,1,United,null,KeamBleam,null,0,"@united This must be a drone 鈥淍united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",null,2015/2/23 12:22,Harlem. NYC,Eastern Time (US & Canada)
569955551951622000.00 ,negative,0.6721,Customer Service Issue,0.6721,United,null,underceg,null,0,@united Change made in just over 3 hours. For something that should have taken seconds online . I am not thrilled. Loved the agent . though.,null,2015/2/23 12:22,San Francisco CA,Pacific Time (US & Canada)
569955386914181000.00 ,negative,1,Flight Attendant Complaints,1,United,null,godvertiser,null,0,@united flight attendant doesn鈥檛 understand not understanding English doesn鈥檛 mean they are deaf. Stop yelling English slowly to them.,null,2015/2/23 12:22,New Jersey. USA,Eastern Time (US & Canada)
569954670006763000.00 ,negative,1,Customer Service Issue,1,United,null,KateRChrisman,null,0,@united Not appropriate to ask in public (hence the dm). each united employee . each a new answer. your process was such a hassle i Cancelled Flighted.,null,2015/2/23 12:19,Oakland. CA,null
569953988537249000.00 ,negative,0.6661,Late Flight,0.6661,United,null,DianeReischling,null,0,@united well that's big of you but I don't have terribly high expectations at this point.,null,2015/2/23 12:16,null,Pacific Time (US & Canada)
569953683309514000.00 ,negative,1,Customer Service Issue,0.6633,United,null,CarrieMantha,null,0,@united it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 馃懣,null,2015/2/23 12:15,founder @IndiraCollection,null
569953575226310000.00 ,negative,0.6875,Customer Service Issue,0.3542,United,null,spumilia,null,0,@united nice your app says US 4972 delayed by weather.  Pilot says waiting on fuel.  One in ur control . one not,null,2015/2/23 12:14,null,null
569953411988369000.00 ,positive,1,null,null,United,null,JessicaLevin,null,0,@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,null,2015/2/23 12:14,Edison. NJ,Eastern Time (US & Canada)
569952718707687000.00 ,negative,0.6383,Cancelled Flight,0.3217,United,null,Lisa_Shaw777,null,0,@united Ok thank you . do you provide complimentary hotel accommodations since I'll have to stay overnight?,null,2015/2/23 12:11,Kona coast/Boston/Milan,Amsterdam
569952408450805000.00 ,negative,1,Customer Service Issue,1,United,null,RonGaudelli,null,0,@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,null,2015/2/23 12:10,null,Eastern Time (US & Canada)
569951384390344000.00 ,negative,1,Late Flight,1,United,null,MeganHolstein,null,1,@united really? 3 hr delay . 4 gate changes . &amp; you boarded us . sent us back up . &amp; boarded us again.  Won't change our flight. Can we go now?,null,2015/2/23 12:06,null,null
569951321719091000.00 ,positive,0.3433,null,0,United,null,mfcompany,null,0,"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",null,2015/2/23 12:05,Las Vegas,Eastern Time (US & Canada)
569950450352414000.00 ,negative,1,Bad Flight,1,United,null,segallsays,null,0,@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap,[29.7421541. -95.5600896],2015/2/23 12:02,Houston. TX,America/Chicago
569950355330506000.00 ,negative,1,Customer Service Issue,1,United,null,KateRChrisman,null,0,@united Nope - still no one helped me.  Giving up on united. #badservice,null,2015/2/23 12:02,Oakland. CA,null
569949439101546000.00 ,neutral,1,null,null,United,null,judell,null,0,@united 8602947 . jon at http://t.co/58tuTgli0D . thanks.,null,2015/2/23 11:58,Santa Rosa. CA,Eastern Time (US & Canada)
569948910099308000.00 ,negative,1,Late Flight,0.3585,United,null,nikitee94,null,0,@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,null,2015/2/23 11:56,Long Island. NY,null
569947174571675000.00 ,negative,1,Customer Service Issue,1,United,null,KateRChrisman,null,0,@united I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful,null,2015/2/23 11:49,Oakland. CA,null
569946921265184000.00 ,negative,1,Late Flight,1,United,null,ClarkeTheSpark,null,0,@united Flight UA1270 is descending into farce and we haven't left EWR yet. Is this going to get any worse?,null,2015/2/23 11:48,Brighton. UK,null
569946703522091000.00 ,negative,1,Bad Flight,0.6883,United,null,8629Fissile,null,0,@united I was told it was due to be on UA23 which flies direct to Dublin . so why did it go to London? This is a complete shambles!,null,2015/2/23 11:47,null,London
569946571577536000.00 ,negative,1,Lost Luggage,0.6824,United,null,sgad1983,null,0,@united 45+ min at EWR baggage claim #stillnobags #ridiculous,null,2015/2/23 11:47,null,null
569945386569363000.00 ,neutral,0.7099,null,null,United,null,momsgoodeats,null,0,Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does? @united,null,2015/2/23 11:42,#Omaha ,Central Time (US & Canada)
569945073611374000.00 ,neutral,0.6594,null,0,United,null,momsgoodeats,null,0,But I don't see AA @united,null,2015/2/23 11:41,#Omaha ,Central Time (US & Canada)
569942888643227000.00 ,neutral,0.6461,null,0,United,null,8629Fissile,null,0,@united Did you find out where it is? Thanks,null,2015/2/23 11:32,null,London
569941617697644000.00 ,negative,1,Late Flight,0.6803,United,null,katiedonohue,null,0,@united On a standby to Denver . which has been delayed . and a confirmed to Aspen . whose flights have been Cancelled Flighted all day. 0 confidence.,[41.97745295. -87.91025951],2015/2/23 11:27,Washington D.C.,Eastern Time (US & Canada)
569941082420568000.00 ,negative,1,Late Flight,1,United,null,kennykhlee,null,0,@united yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j,null,2015/2/23 11:25,San Francisco,Pacific Time (US & Canada)
569940883975446000.00 ,negative,1,Late Flight,0.6867,United,null,ejohnson329,null,0,@united at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T,null,2015/2/23 11:24,null,Central Time (US & Canada)
569939149756755000.00 ,positive,1,null,null,United,null,roxymtjoy,null,0,@united thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.,null,2015/2/23 11:17,Pittsburgh area,Eastern Time (US & Canada)
569938322161668000.00 ,negative,0.6671,Can't Tell,0.3651,United,null,Austin_Grisham,null,0,@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early,null,2015/2/23 11:14,PDX,Alaska
569937806518169000.00 ,negative,0.6506,Can't Tell,0.3535,United,null,Austin_Grisham,null,0,@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option,null,2015/2/23 11:12,PDX,Alaska
569937143314849000.00 ,negative,1,Damaged Luggage,0.665,United,null,raulcordenillo,null,0,@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into . damaged or lost w/c will result in more complaints,[41.97475934. -87.89040377],2015/2/23 11:09,Stockholm. Sweden ,Stockholm
569936861398994000.00 ,negative,1,Customer Service Issue,0.6196,United,null,underceg,null,0,@united done. Want me to send a screen shot of the second call . which is now at over 45 minutes?,null,2015/2/23 11:08,San Francisco CA,Pacific Time (US & Canada)
569936640669581000.00 ,positive,1,null,null,United,null,koploperfan1992,null,0,@united look at this beauty 馃槈 dc 10 united airlines 馃槈 http://t.co/MvYoizRPdE,[51.322819. 5.3576218],2015/2/23 11:07,Winterfell,null
569936580883783000.00 ,negative,0.6568,Can't Tell,0.3479,United,null,raulcordenillo,null,0,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,[41.97474769. -87.89039148],2015/2/23 11:07,Stockholm. Sweden ,Stockholm
569936565138403000.00 ,negative,1,longlines,1,United,null,Nupe588,null,0,@united . this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ,null,2015/2/23 11:07,null,null
569936496284663000.00 ,negative,1,Late Flight,1,United,null,docmartin_10,null,0,@United the ones who suffer. I understand delays . I don't understand trying speed up a process that has been delays to this extent.,null,2015/2/23 11:07,Fort Wayne. Indiana,Eastern Time (US & Canada)
569936348217352000.00 ,negative,1,Cancelled Flight,1,United,null,katiedonohue,null,0,@united 2 Cancelled Flighted flights Late Flightr . agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?,[41.97758466. -87.91065356],2015/2/23 11:06,Washington D.C.,Eastern Time (US & Canada)
569936273227427000.00 ,negative,1,Late Flight,0.6743,United,null,docmartin_10,null,0,@United of urgency . but this is ridiculous. Your ceo claims to be customer focused . yet when delays happen . planes sit and customers are,null,2015/2/23 11:06,Fort Wayne. Indiana,Eastern Time (US & Canada)
569936062039986000.00 ,negative,1,Late Flight,1,United,null,CowboyPharmD,null,0,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,null,2015/2/23 11:05,Wherever I want to be ,Pacific Time (US & Canada)
569936014094897000.00 ,negative,1,Bad Flight,0.6739,United,null,docmartin_10,null,0,@United flight was scheduled for 11:56 . it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense,null,2015/2/23 11:05,Fort Wayne. Indiana,Eastern Time (US & Canada)
569935689292259000.00 ,positive,0.7,null,null,United,null,franknoc,null,0,@united ok thx!,null,2015/2/23 11:03,null,Arizona
569935261947330000.00 ,neutral,0.6419,null,0,United,null,Lisa_Shaw777,null,1,@united I can't DM you so here's the confirmation # G8CVWJ - please is there any way I can make it to Kailua tonight? Thank you,null,2015/2/23 11:02,Kona coast/Boston/Milan,Amsterdam
569935215654600000.00 ,negative,1,Flight Booking Problems,0.3602,United,null,aminghadersohi,null,0,@united go to hell,null,2015/2/23 11:01,San Francisco. CA,null
